model,recal,seed,coverage,risk,auroc
lr,none,2,0.398972602739726,0.011802575107296138,0.862281181619256
lr,none,2,0.3794948630136986,0.01071630005640158,0.8668234064785789
lr,none,2,0.3602311643835616,0.009506833036244802,0.8709215567654769
lr,none,2,0.3407534246575342,0.008793969849246231,0.8721334753283635
lr,none,2,0.3214897260273973,0.007989347536617843,0.8771563981042654
lr,none,2,0.3020119863013699,0.007795889440113395,0.8822829219396064
lr,none,2,0.2827482876712329,0.00757002271006813,0.8918398768283294
lr,none,2,0.2632705479452055,0.007317073170731708,0.8956198347107438
lr,none,2,0.2437928082191781,0.007023705004389816,0.9054981203007519
lr,none,2,0.2245291095890411,0.0076263107721639654,0.91577756223731
lr,none,2,0.2050513698630137,0.007306889352818371,0.9265487278864787
lr,none,2,0.1857876712328767,0.0069124423963133645,0.93581279342723
lr,none,2,0.1663099315068493,0.005148005148005148,0.9447944006999124
lr,none,2,0.1468321917808219,0.004373177842565598,0.9410237388724035
lr,none,2,0.12756849315068494,0.0050335570469798654,0.94001554001554
lr,none,2,0.10809075342465753,0.005940594059405941,0.9406060606060607
lr,none,2,0.08882705479452055,0.007228915662650603,0.9496296296296296
lr,none,2,0.06934931506849315,0.009259259259259259,0.9640127388535032
lr,none,2,0.05008561643835616,0.008547008547008548,0.9897321428571428
lr,temperature,2,1.0,0.1115154109589041,0.8761020199189148
lr,temperature,2,0.9805222602739726,0.10434402968784108,0.8729222884872674
lr,temperature,2,0.9612585616438356,0.09797372522823425,0.8714580366116809
lr,temperature,2,0.9417808219178082,0.0915909090909091,0.8730503768019283
lr,temperature,2,0.9225171232876712,0.08654292343387471,0.8692066371762298
lr,temperature,2,0.9030393835616438,0.08035079402702063,0.8655334574311748
lr,temperature,2,0.8837756849315068,0.07459433276822475,0.8599796508882344
